AUDI,A2 1.4,75,courte,5,5,blanc,true,12817,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,blanc,false,18310,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,rouge,false,18310,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,noir,false,18310,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,gris,true,12817,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,bleu,true,12817,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,gris,false,18310,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,bleu,false,18310,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,rouge,true,12817,-2400.00,26.10,191.60
AUDI,A2 1.4,75,courte,5,5,noir,true,12817,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,rouge,true,19950,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,gris,false,28500,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,bleu,false,28500,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,bleu,true,19950,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,blanc,true,19950,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,blanc,false,28500,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,gris,true,19950,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,rouge,false,28500,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,noir,false,28500,-2400.00,26.10,191.60
AUDI,A3 2.0 FSI,150,moyenne,5,5,noir,true,19950,-2400.00,26.10,191.60
BMW,120I,150,moyenne,5,5,rouge,true,25060,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,noir,false,35800,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,blanc,true,25060,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,noir,true,25060,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,gris,true,25060,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,bleu,true,25060,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,rouge,false,35800,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,gris,false,35800,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,blanc,false,35800,-631.58,39.26,80.53
BMW,120I,150,moyenne,5,5,bleu,false,35800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,noir,true,66360,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,rouge,false,94800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,gris,true,66360,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,bleu,false,94800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,blanc,true,66360,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,rouge,true,66360,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,noir,false,94800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,blanc,false,94800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,gris,false,94800,-631.58,39.26,80.53
BMW,M5,507,tr�s longue,5,5,bleu,true,66360,-631.58,39.26,80.53
DACIA,LOGAN 1.6 MPI,90,moyenne,5,5,bleu,false,7500,4782.18,563.09,139.91
DACIA,LOGAN 1.6 MPI,90,moyenne,5,5,gris,false,7500,4782.18,563.09,139.91
DACIA,LOGAN 1.6 MPI,90,moyenne,5,5,noir,false,7500,4782.18,563.09,139.91
DACIA,LOGAN 1.6 MPI,90,moyenne,5,5,rouge,false,7500,4782.18,563.09,139.91
DACIA,LOGAN 1.6 MPI,90,moyenne,5,5,blanc,false,7500,4782.18,563.09,139.91
DAIHATSU,CUORE 1.0,58,courte,5,3,gris,false,8850,4782.18,563.09,139.91
DAIHATSU,CUORE 1.0,58,courte,5,3,bleu,false,8850,4782.18,563.09,139.91
DAIHATSU,CUORE 1.0,58,courte,5,3,rouge,false,8850,4782.18,563.09,139.91
DAIHATSU,CUORE 1.0,58,courte,5,3,blanc,false,8850,4782.18,563.09,139.91
DAIHATSU,CUORE 1.0,58,courte,5,3,noir,false,8850,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,gris,false,24780,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,noir,false,24780,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,blanc,false,24780,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,noir,true,17346,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,bleu,false,24780,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,rouge,false,24780,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,gris,true,17346,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,rouge,true,17346,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,bleu,true,17346,4782.18,563.09,139.91
FIAT,CROMA 2.2,147,longue,5,5,blanc,true,17346,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,noir,false,23900,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,rouge,false,23900,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,gris,false,23900,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,blanc,false,23900,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,bleu,false,23900,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,rouge,true,16730,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,noir,true,16730,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,bleu,true,16730,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,gris,true,16730,4782.18,563.09,139.91
FORD,MONDEO 1.8,125,longue,5,5,blanc,true,16730,4782.18,563.09,139.91
HONDA,FR-V 1.7,125,longue,7,5,gris,false,19550,4782.18,563.09,139.91
HONDA,FR-V 1.7,125,longue,7,5,rouge,false,19550,4782.18,563.09,139.91
HONDA,FR-V 1.7,125,longue,7,5,blanc,false,19550,4782.18,563.09,139.91
HONDA,FR-V 1.7,125,longue,7,5,bleu,false,19550,4782.18,563.09,139.91
HONDA,FR-V 1.7,125,longue,7,5,noir,false,19550,4782.18,563.09,139.91
HYUNDAI,MATRIX 1.6,103,longue,7,5,rouge,false,15960,-4000.00,8.67,151.00
HYUNDAI,MATRIX 1.6,103,longue,7,5,noir,false,15960,-4000.00,8.67,151.00
HYUNDAI,MATRIX 1.6,103,longue,7,5,gris,false,15960,-4000.00,8.67,151.00
HYUNDAI,MATRIX 1.6,103,longue,7,5,blanc,false,15960,-4000.00,8.67,151.00
HYUNDAI,MATRIX 1.6,103,longue,7,5,bleu,false,15960,-4000.00,8.67,151.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,noir,false,37100,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,bleu,false,37100,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,blanc,false,37100,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,noir,true,25970,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,gris,true,25970,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,bleu,true,25970,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,rouge,false,37100,-6000.00,0.00,271.00
JAGUAR,X-TYPE 2.5 V6,197,longue,5,5,rouge,true,25970,-6000.00,0.00,271.00
